district_name,state,flood_risk_level,flood_risk_score,corrected_percent_flooded_area,percent_flooded_area,permanent_water_percent,total_flood_events,total_flood_duration_days,avg_flood_duration_days,max_flood_duration_days,total_human_fatalities,avg_human_fatalities_per_event,max_human_fatalities_single_event,total_human_injured,total_human_displaced,total_animal_fatalities,monsoon_flood_events,heavy_rain_flood_events,recent_flood_events_2010_2023,has_historical_flood_record,has_detailed_rainfall_data,actual_rainfall_sw_monsoon_mm,normal_rainfall_sw_monsoon_mm,sw_monsoon_departure_percent,actual_rainfall_ne_monsoon_mm,normal_rainfall_ne_monsoon_mm,ne_monsoon_departure_percent,actual_rainfall_winter_mm,normal_rainfall_winter_mm,actual_rainfall_hot_weather_mm,normal_rainfall_hot_weather_mm,total_actual_rainfall_mm,total_normal_rainfall_mm,annual_rainfall_departure_percent,monsoon_intensity_ratio
Gurdaspur,Punjab,High,57.75,7.99043277,8.104089132,0.113656362,45.0,288.0,6.4,38.0,1021.0,22.68888888888889,320.0,9.0,0.0,7026.0,36.0,30.0,8.0,1,0,,,,,,,,,,,,,,
Gurugram,Haryana,Moderate,34.57,1.164893604,1.190106782,0.025213178,16.0,106.0,6.625,30.0,72.0,4.5,51.0,8.0,0.0,0.0,15.0,10.0,2.0,1,0,,,,,,,,,,,,,,
Gwalior,Madhya Pradesh,High,36.77,0.157120971,0.637436542,0.480315571,21.0,114.0,5.428571428571429,14.0,332.0,15.80952380952381,90.0,22.0,0.0,2035.0,20.0,15.0,3.0,1,0,,,,,,,,,,,,,,
Hailakandi,Assam,Very High,80.11,17.33980856,17.39218508,0.052376525,85.0,786.0,9.24705882352941,93.0,1858.0,21.858823529411765,268.0,59.0,0.0,3588733.0,67.0,51.0,56.0,1,0,,,,,,,,,,,,,,
Hamirpur,Himachal Pradesh,Very High,60.83,3.334833206,3.7159281904999997,0.3810949845,117.0,1159.0,9.905982905982906,365.0,5958.0,50.92307692307692,1313.0,88.0,2.0,28287.0,110.0,86.0,35.0,1,0,,,,,,,,,,,,,,
Hanumangarh,Rajasthan,High,39.68,3.706876306,3.719727987,0.012851681,12.0,87.0,7.25,30.0,335.0,27.916666666666668,90.0,1.0,0.0,0.0,11.0,5.0,1.0,1,0,,,,,,,,,,,,,,
Hapur,Uttar Pradesh,High,48.94,1.527097452,1.533241589,0.006144137,26.0,721.0,27.73076923076923,365.0,3701.0,142.34615384615384,1025.0,23.0,0.0,6940.0,25.0,11.0,3.0,1,0,,,,,,,,,,,,,,
Harda,Madhya Pradesh,High,35.41,1.128090368,1.414901297,0.286810929,15.0,89.0,5.933333333333334,14.0,194.0,12.933333333333334,90.0,8.0,0.0,2075.0,14.0,10.0,7.0,1,0,,,,,,,,,,,,,,
Hardoi,Uttar Pradesh,High,56.27,4.346537435,4.375049349,0.028511914,46.0,727.0,15.804347826086957,365.0,3664.0,79.65217391304348,1025.0,19.0,0.0,3964.0,38.0,28.0,18.0,1,0,,,,,,,,,,,,,,
Hardwar,Unknown,Low,3.18,1.875425679,2.049997612,0.174571933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Hassan,Karnataka,High,44.6,0.048209394,0.65942209,0.611212696,43.0,384.0,8.930232558139535,31.0,874.0,20.325581395348838,198.0,112.0,50.0,11570.0,27.0,37.0,20.0,1,0,,,,,,,,,,,,,,
Hathras,Uttar Pradesh,High,48.46,1.329597887,1.329597887,0.0,26.0,696.0,26.76923076923077,365.0,3576.0,137.53846153846155,1025.0,0.0,0.0,3940.0,25.0,12.0,3.0,1,0,,,,,,,,,,,,,,
Haveri,Karnataka,High,44.44,1.041587377,1.243636673,0.202049296,27.0,342.0,12.666666666666666,31.0,1207.0,44.7037037037037,308.0,44.0,3.0,9388.0,19.0,23.0,17.0,1,0,,,,,,,,,,,,,,
Hazaribagh,Jharkhand,Moderate,31.41,0.077051711,0.550169328,0.473117617,15.0,48.0,3.2,14.0,135.0,9.0,31.0,12.0,0.0,32.0,14.0,15.0,8.0,1,0,,,,,,,,,,,,,,
Hingoli,Maharashtra,High,40.85,0.002176496,1.332394248,1.334570744,32.0,141.0,4.40625,14.0,1047.0,32.71875,302.0,80.0,0.0,12103.0,29.0,24.0,14.0,1,0,,,,,,,,,,,,,,
Hisar,Haryana,High,44.88,4.24034665,4.240875674,0.000529024,21.0,168.0,8.0,38.0,367.0,17.476190476190474,112.0,21.0,0.0,725.0,20.0,11.0,0.0,1,0,,,,,,,,,,,,,,
Hojai,Assam,High,58.86,5.154656156,5.264427439,0.109771283,77.0,767.0,9.96103896103896,93.0,1740.0,22.5974025974026,268.0,49.0,5.0,9261156.0,52.0,58.0,60.0,1,0,,,,,,,,,,,,,,
Hooghly,West Bengal,High,59.25,9.395681278,9.728119034,0.332437756,31.0,285.0,9.193548387096774,61.0,1660.0,53.54838709677419,1258.0,56.0,0.0,4708.0,30.0,18.0,6.0,1,0,,,,,,,,,,,,,,
Hoshangabad,Unknown,Low,2.33,1.375776716,2.346467017,0.970690301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Hoshiarpur,Punjab,High,45.29,1.015664453,1.124097105,0.108432652,41.0,270.0,6.585365853658536,38.0,986.0,24.048780487804876,320.0,12.0,0.0,6790.0,35.0,26.0,7.0,1,0,,,,,,,,,,,,,,
Howrah,West Bengal,Very High,75.81,19.56511981,22.79593904,3.23081923,30.0,242.0,8.066666666666666,61.0,1583.0,52.766666666666666,1258.0,22.0,0.0,3442.0,29.0,20.0,6.0,1,0,,,,,,,,,,,,,,
Hyderabad,Andhra Pradesh,High,42.87,0.000277133,0.522269753,0.52199262,39.0,289.0,7.410256410256411,31.0,666.0,17.076923076923077,131.0,20.0,0.0,14676.0,38.0,33.0,18.0,1,0,,,,,,,,,,,,,,
Idukki,Kerala,High,50.66,0.004693367,0.789197649,0.784504282,116.0,517.0,4.456896551724138,34.0,1458.0,12.568965517241379,339.0,515.0,54.0,847209.0,104.0,104.0,51.0,1,0,,,,,,,,,,,,,,
Imphal East,Manipur,High,45.57,11.79273868,11.82536756,0.032628883,12.0,58.0,4.833333333333333,17.0,5.0,0.4166666666666667,3.0,0.0,5.0,200.0,9.0,6.0,1.0,1,0,,,,,,,,,,,,,,
Imphal West,Manipur,Moderate,31.23,3.323981318,3.366895401,0.042914083,12.0,58.0,4.833333333333333,17.0,5.0,0.4166666666666667,3.0,0.0,5.0,200.0,9.0,6.0,1.0,1,0,,,,,,,,,,,,,,
Indore,Madhya Pradesh,High,40.69,0.263327649,0.351694942,0.088367293,35.0,161.0,4.6,17.0,466.0,13.314285714285715,158.0,12.0,0.0,2151.0,33.0,27.0,9.0,1,0,,,,,,,,,,,,,,
Jabalpur,Madhya Pradesh,High,40.77,0.609947111,1.701345896,1.091398785,31.0,149.0,4.806451612903226,14.0,536.0,17.29032258064516,158.0,6.0,0.0,3843.0,28.0,19.0,2.0,1,0,,,,,,,,,,,,,,
Jagatsinghapur,Odisha,High,44.49,0.078061187,3.152171799,3.230232986,22.0,688.0,31.272727272727273,365.0,1873.0,85.13636363636364,1025.0,0.0,0.0,56160.0,19.0,4.0,5.0,1,0,,,,,,,,,,,,,,
Jagitial,Andhra Pradesh,Moderate,22.65,1.30267446,1.696878929,0.394204469,2.0,29.0,14.5,21.0,44.0,22.0,44.0,0.0,0.0,300.0,2.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Jaipur,Rajasthan,High,46.22,0.298918883,0.300794996,0.001876113,47.0,556.0,11.829787234042554,365.0,786.0,16.72340425531915,100.0,56.0,0.0,890.0,46.0,35.0,10.0,1,0,,,,,,,,,,,,,,
Jaisalmer,Rajasthan,High,38.82,0.483488206,0.490864938,0.007376732,19.0,127.0,6.684210526315789,30.0,887.0,46.68421052631579,440.0,52.0,0.0,80228.0,19.0,11.0,4.0,1,0,,,,,,,,,,,,,,
Jajapur,Odisha,Very High,64.36,11.54713951,12.17977255,0.632633041,25.0,688.0,27.52,365.0,1749.0,69.96,1025.0,0.0,0.0,56198.0,21.0,7.0,7.0,1,0,,,,,,,,,,,,,,
Jalandhar,Punjab,High,52.77,5.423173348,5.423173348,0.0,46.0,284.0,6.173913043478261,38.0,675.0,14.673913043478262,268.0,46.0,0.0,499.0,35.0,33.0,10.0,1,0,,,,,,,,,,,,,,
Jalaun,Uttar Pradesh,High,55.8,4.80414767,5.196857221,0.392709551,33.0,718.0,21.757575757575758,365.0,4319.0,130.87878787878788,1025.0,67.0,0.0,3958.0,30.0,17.0,9.0,1,0,,,,,,,,,,,,,,
Jalgaon,Maharashtra,High,43.63,1.018783927,1.523114248,0.504330321,47.0,142.0,3.021276595744681,14.0,694.0,14.76595744680851,149.0,75.0,0.0,2602.0,38.0,41.0,18.0,1,0,,,,,,,,,,,,,,
Jalna,Maharashtra,High,44.84,0.061033309,0.710994286,0.649960977,45.0,229.0,5.088888888888889,21.0,2004.0,44.53333333333333,917.0,116.0,0.0,27790.0,41.0,34.0,18.0,1,0,,,,,,,,,,,,,,
Jalor,Unknown,Low,2.28,1.34441163,1.350286581,0.005874951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Jalpaiguri,West Bengal,High,57.63,4.567777417,4.914165317,0.3463879,55.0,915.0,16.636363636363637,365.0,2832.0,51.49090909090909,1025.0,27.0,0.0,50511.0,52.0,23.0,12.0,1,0,,,,,,,,,,,,,,
Jammu,Jammu and Kashmir,High,47.43,1.589424608,2.064462057,0.475037449,48.0,252.0,5.25,67.0,1445.0,30.104166666666668,350.0,108.0,0.0,11196.0,41.0,33.0,10.0,1,0,,,,,,,,,,,,,,
Jamnagar,Gujarat,High,46.13,0.00210776,0.665233515,0.663125755,32.0,650.0,20.3125,122.0,2184.0,68.25,594.0,74.0,0.0,134729.0,30.0,19.0,10.0,1,0,,,,,,,,,,,,,,
Jamtara,Jharkhand,Moderate,19.8,0.660567369,1.614168247,0.953600878,3.0,17.0,5.666666666666667,14.0,15.0,5.0,15.0,0.0,0.0,0.0,3.0,2.0,0.0,1,0,,,,,,,,,,,,,,
Jamui,Bihar,High,48.6,0.413248775,0.5711396,0.157890825,31.0,900.0,29.032258064516128,365.0,4110.0,132.58064516129033,1025.0,0.0,0.0,755.0,30.0,8.0,2.0,1,0,,,,,,,,,,,,,,
Jangoan,Andhra Pradesh,Moderate,20.64,0.117767389,0.433243486,0.315476097,2.0,29.0,14.5,21.0,44.0,22.0,44.0,0.0,0.0,300.0,2.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Janjgir - Champa,Chhattisgarh,Moderate,22.51,1.928896826,2.305607554,0.376710728,5.0,11.0,2.2,3.0,13.0,2.6,6.0,6.0,0.0,0.0,5.0,5.0,5.0,1,0,,,,,,,,,,,,,,
Jashpur,Chhattisgarh,Low,8.98,0.568829082,0.612002702,0.04317362,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Jaunpur,Uttar Pradesh,High,57.56,4.243344328,4.255610411,0.012266083,47.0,888.0,18.893617021276597,365.0,6036.0,128.4255319148936,1313.0,23.0,0.0,9756.0,42.0,25.0,12.0,1,0,,,,,,,,,,,,,,
Jayashankar,Unknown,Low,8.84,5.219547095,5.683848444,0.464301349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Jehanabad,Bihar,Very High,65.62,10.27922577,10.28041514,0.001189369,33.0,902.0,27.333333333333332,365.0,4175.0,126.51515151515152,1025.0,0.0,0.0,755.0,31.0,10.0,4.0,1,0,,,,,,,,,,,,,,
Jhabua,Madhya Pradesh,Moderate,34.42,0.2786779,0.409073564,0.130395664,15.0,110.0,7.333333333333333,14.0,182.0,12.133333333333333,90.0,0.0,0.0,2000.0,14.0,8.0,3.0,1,0,,,,,,,,,,,,,,
Jhajjar,Haryana,Moderate,32.77,1.429459568,1.433630243,0.004170675,12.0,80.0,6.666666666666667,30.0,61.0,5.083333333333333,51.0,8.0,0.0,0.0,11.0,7.0,1.0,1,0,,,,,,,,,,,,,,
Jhalawar,Rajasthan,High,44.01,0.94013361,1.321031828,0.380898218,30.0,507.0,16.9,365.0,419.0,13.966666666666667,90.0,10.0,0.0,50.0,29.0,21.0,13.0,1,0,,,,,,,,,,,,,,
Jhansi,Uttar Pradesh,High,49.27,1.823896934,2.23315222,0.409255286,25.0,684.0,27.36,365.0,4025.0,161.0,1025.0,22.0,0.0,3958.0,22.0,11.0,2.0,1,0,,,,,,,,,,,,,,
Jhargram,Unknown,Low,3.01,1.774765393,1.847517048,0.072751655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Jharsuguda,Odisha,High,44.26,0.163912049,2.936283719,3.100195768,21.0,657.0,31.285714285714285,365.0,1815.0,86.42857142857143,1025.0,0.0,0.0,53660.0,18.0,4.0,4.0,1,0,,,,,,,,,,,,,,
Jhunjhunun,Rajasthan,High,35.19,0.337147246,0.337331328,0.000184082,13.0,100.0,7.6923076923076925,30.0,456.0,35.07692307692308,90.0,39.0,0.0,890.0,13.0,5.0,0.0,1,0,,,,,,,,,,,,,,
Jind,Haryana,High,39.47,1.133905451,1.133905451,0.0,25.0,162.0,6.48,30.0,224.0,8.96,112.0,36.0,0.0,300.0,24.0,16.0,0.0,1,0,,,,,,,,,,,,,,
Jiribam,Manipur,Moderate,26.45,5.232607471,5.343630309,0.111022838,5.0,33.0,6.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1,0,,,,,,,,,,,,,,
Jodhpur,Rajasthan,High,47.06,0.351856339,0.356570143,0.004713804,43.0,550.0,12.790697674418604,365.0,1585.0,36.86046511627907,581.0,60.0,0.0,275616.0,41.0,30.0,13.0,1,0,,,,,,,,,,,,,,
Jogulamba Gadwal,Andhra Pradesh,Moderate,29.18,1.404701855,2.863639705,1.45893785,4.0,135.0,33.75,92.0,44.0,11.0,44.0,0.0,0.0,300.0,4.0,2.0,1.0,1,0,,,,,,,,,,,,,,
Jorhat,Assam,Very High,67.07,6.654597736,7.736947443,1.082349707,136.0,1756.0,12.911764705882353,93.0,2959.0,21.75735294117647,268.0,65.0,0.0,10798935.0,113.0,47.0,66.0,1,0,,,,,,,,,,,,,,
Junagadh,Gujarat,High,51.32,1.19245741,1.288798667,0.096341257,52.0,835.0,16.057692307692307,122.0,2677.0,51.48076923076923,594.0,77.0,2.0,134743.0,48.0,36.0,23.0,1,0,,,,,,,,,,,,,,
Kabeerdham,Chhattisgarh,Low,9.68,0.564680218,0.818669924,0.253989706,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Kachchh,Gujarat,High,51.24,3.088679389,12.67467755,9.585998161,31.0,737.0,23.774193548387096,122.0,1822.0,58.774193548387096,288.0,88.0,2.0,33931.0,27.0,21.0,17.0,1,0,,,,,,,,,,,,,,
Kaimur (bhabua),Bihar,High,52.76,2.607282647,2.869921368,0.262638721,34.0,903.0,26.558823529411764,365.0,4165.0,122.5,1025.0,0.0,0.0,755.0,33.0,11.0,5.0,1,0,,,,,,,,,,,,,,
Kaithal,Haryana,High,38.66,3.116290715,3.116757085,0.00046637,14.0,84.0,6.0,30.0,237.0,16.928571428571427,112.0,21.0,0.0,0.0,13.0,8.0,1.0,1,0,,,,,,,,,,,,,,
Kakching,Manipur,Moderate,22.29,3.520388451,3.624802358,0.104413907,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Kalaburagi,Karnataka,High,47.33,0.562792586,1.1108725,0.548079914,53.0,401.0,7.566037735849057,31.0,1418.0,26.754716981132077,308.0,93.0,0.0,11928.0,46.0,44.0,21.0,1,0,,,,,,,,,,,,,,
Kalahandi,Odisha,High,48.19,0.398050093,0.969360733,0.57131064,35.0,783.0,22.37142857142857,365.0,2943.0,84.08571428571429,1025.0,0.0,2.0,57519.0,31.0,10.0,10.0,1,0,,,,,,,,,,,,,,
Kalimpong,West Bengal,Moderate,25.03,0.958398623,1.209230259,0.250831636,4.0,24.0,6.0,14.0,86.0,21.5,80.0,0.0,0.0,0.0,4.0,3.0,1.0,1,0,,,,,,,,,,,,,,
Kallakurichi,Tamil Nadu,High,36.75,1.71000415,1.726935239,0.016931089,10.0,96.0,9.6,16.0,596.0,59.6,177.0,156.0,0.0,2738.0,10.0,8.0,2.0,1,0,,,,,,,,,,,,,,
Kamareddy,Telangana,Moderate,26.45,0.951305306,1.880129371,0.928824065,3.0,59.0,19.666666666666668,30.0,93.0,31.0,49.0,9.0,0.0,7033.0,3.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Kamjong,Manipur,Moderate,17.14,0.481550805,0.610853038,0.129302233,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Kamle,Arunachal Pradesh,High,38.13,1.835951782,2.140222737,0.304270955,18.0,88.0,4.888888888888889,17.0,307.0,17.055555555555557,268.0,31.0,0.0,16.0,14.0,12.0,5.0,1,0,,,,,,,,,,,,,,
Kamrup,Assam,Very High,71.09,8.562804612,10.03897902,1.476174408,181.0,1514.0,8.3646408839779,93.0,2762.0,15.259668508287293,268.0,69.0,3.0,10618302.0,151.0,108.0,105.0,1,0,,,,,,,,,,,,,,
Kamrup Metropolitan,Unknown,Moderate,22.32,13.18157395,14.80454405,1.622970103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Kancheepuram,Tamil Nadu,High,38.63,1.758222114,2.694220448,0.935998334,15.0,94.0,6.266666666666667,16.0,646.0,43.06666666666667,177.0,161.0,0.0,2978.0,15.0,13.0,4.0,1,1,488.5,490.8,-0.47,672.6,641.8,4.8,4.4,29.1,14.5,66.0,1180.0,1227.7,-3.89,0.984
Kandhamal,Odisha,High,48.13,0.541719782,0.573783436,0.032063654,32.0,821.0,25.65625,365.0,2897.0,90.53125,1025.0,0.0,2.0,56665.0,28.0,8.0,8.0,1,0,,,,,,,,,,,,,,
Kangpokpi,Manipur,Moderate,17.23,0.534498836,0.701396511,0.166897675,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Kangra,Himachal Pradesh,High,48.62,0.077501311,1.044453548,0.966952237,101.0,409.0,4.0495049504950495,99.0,846.0,8.376237623762377,151.0,114.0,5.0,18835.0,92.0,90.0,37.0,1,0,,,,,,,,,,,,,,
Kannauj,Uttar Pradesh,High,53.2,3.608993578,3.637205694,0.028212116,33.0,687.0,20.818181818181817,365.0,3294.0,99.81818181818181,1025.0,30.0,0.0,3949.0,30.0,20.0,12.0,1,0,,,,,,,,,,,,,,
Kanniyakumari,Tamil Nadu,Moderate,21.39,0.001570499,0.216023548,0.214453049,4.0,9.0,2.25,4.0,110.0,27.5,50.0,0.0,0.0,1210.0,4.0,4.0,4.0,1,1,399.4,477.4,-16.34,611.2,496.4,23.13,16.6,40.4,290.2,288.3,1317.4,1302.5,1.14,0.7671
Kannur,Kerala,High,52.96,2.357507247,3.447996641,1.090489394,91.0,469.0,5.153846153846154,34.0,1206.0,13.252747252747254,339.0,424.0,49.0,847209.0,81.0,79.0,42.0,1,0,,,,,,,,,,,,,,
Kanpur Dehat,Uttar Pradesh,High,55.61,3.087286072,3.309974643,0.222688571,52.0,819.0,15.75,365.0,5281.0,101.5576923076923,1313.0,39.0,0.0,9662.0,45.0,33.0,21.0,1,0,,,,,,,,,,,,,,
Kanpur Nagar,Uttar Pradesh,High,58.06,4.873739494,5.234616541,0.360877047,46.0,813.0,17.67391304347826,365.0,5246.0,114.04347826086956,1313.0,59.0,0.0,9703.0,41.0,27.0,12.0,1,0,,,,,,,,,,,,,,
Kapurthala,Punjab,High,48.98,3.373204673,3.634049856,0.260845183,40.0,247.0,6.175,38.0,1010.0,25.25,320.0,11.0,0.0,6751.0,34.0,25.0,10.0,1,0,,,,,,,,,,,,,,
Karaikal,Puducherry,Moderate,15.73,0.179114825,1.148059852,1.327174677,2.0,10.0,5.0,7.0,10.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Karauli,Rajasthan,High,38.51,0.435501401,0.633480722,0.197979321,13.0,455.0,35.0,365.0,274.0,21.076923076923077,90.0,3.0,0.0,0.0,12.0,6.0,2.0,1,0,,,,,,,,,,,,,,
Karbi Anglong,Assam,High,53.72,1.843256596,1.843407844,0.000151248,74.0,906.0,12.243243243243244,93.0,1972.0,26.64864864864865,268.0,60.0,1.0,9120407.0,55.0,43.0,48.0,1,0,,,,,,,,,,,,,,
Kargil,Jammu and Kashmir,Moderate,23.37,0.286339875,0.468179461,0.181839586,8.0,8.0,1.0,1.0,63.0,7.875,17.0,1.0,0.0,0.0,8.0,8.0,2.0,1,0,,,,,,,,,,,,,,
Karimganj,Assam,Very High,91.2,22.52672148,22.54591712,0.019195636,107.0,1131.0,10.570093457943925,93.0,2209.0,20.64485981308411,268.0,67.0,0.0,3585768.0,85.0,56.0,58.0,1,0,,,,,,,,,,,,,,
Karimnagar,Telangana,High,41.51,0.012822066,1.016544336,1.029366402,29.0,211.0,7.275862068965517,38.0,1057.0,36.44827586206897,262.0,15.0,0.0,38423.0,27.0,22.0,19.0,1,0,,,,,,,,,,,,,,
Karnal,Haryana,High,42.68,3.348768976,3.351988487,0.003219511,24.0,152.0,6.333333333333333,30.0,200.0,8.333333333333334,64.0,22.0,0.0,300.0,23.0,14.0,3.0,1,0,,,,,,,,,,,,,,
Karur,Tamil Nadu,High,37.98,1.722278531,1.785192578,0.062914047,13.0,90.0,6.923076923076923,16.0,702.0,54.0,177.0,156.0,0.0,3948.0,12.0,10.0,5.0,1,1,336.1,213.6,57.35,234.3,314.7,-25.55,15.7,17.5,141.2,109.2,727.3,655.0,11.04,0.7843
Kasaragod,Kerala,High,50.87,2.303776192,3.02140911,0.717632918,67.0,397.0,5.925373134328358,34.0,1086.0,16.208955223880597,339.0,327.0,49.0,847210.0,57.0,61.0,25.0,1,0,,,,,,,,,,,,,,
Kasganj,Uttar Pradesh,Very High,65.84,11.48765717,11.5492555,0.061598326,27.0,696.0,25.77777777777778,365.0,3601.0,133.37037037037038,1025.0,43.0,0.0,3952.0,25.0,13.0,5.0,1,0,,,,,,,,,,,,,,
Kathua,Jammu and Kashmir,High,40.41,0.045617922,1.038752523,0.993134601,29.0,126.0,4.344827586206897,22.0,1190.0,41.03448275862069,350.0,45.0,0.0,11221.0,25.0,17.0,13.0,1,0,,,,,,,,,,,,,,
Katihar,Bihar,Very High,71.92,11.4120932,13.34677951,1.934686307,65.0,1274.0,19.6,365.0,5370.0,82.61538461538461,1025.0,10.0,0.0,7021.0,61.0,22.0,13.0,1,0,,,,,,,,,,,,,,
Katni,Madhya Pradesh,Moderate,33.54,0.530371053,1.074565636,0.544194583,12.0,79.0,6.583333333333333,14.0,247.0,20.583333333333332,90.0,0.0,0.0,40000.0,11.0,6.0,1.0,1,0,,,,,,,,,,,,,,
Kaushambi,Uttar Pradesh,High,55.75,5.222408303,5.838259619,0.615851316,32.0,685.0,21.40625,365.0,3211.0,100.34375,1025.0,1.0,0.0,3945.0,27.0,18.0,10.0,1,0,,,,,,,,,,,,,,
Kendrapara,Odisha,Very High,77.14,18.30023894,23.2512603,4.951021358,31.0,740.0,23.870967741935484,365.0,1972.0,63.61290322580645,1025.0,0.0,0.0,56160.0,28.0,10.0,7.0,1,0,,,,,,,,,,,,,,
Kendujhar,Odisha,High,48.81,1.121189194,1.491690841,0.370501647,37.0,758.0,20.486486486486488,365.0,1868.0,50.486486486486484,1025.0,3.0,0.0,56508.0,33.0,10.0,10.0,1,0,,,,,,,,,,,,,,
Khagaria,Bihar,Very High,71.1,11.60726948,12.48011269,0.872843213,53.0,1207.0,22.77358490566038,365.0,5108.0,96.37735849056604,1025.0,100.0,0.0,3582.0,50.0,17.0,9.0,1,0,,,,,,,,,,,,,,
Khammam,Andhra Pradesh,High,44.74,0.101414173,0.560077929,0.458663756,42.0,299.0,7.119047619047619,38.0,1429.0,34.023809523809526,262.0,4.0,1.0,32073.0,39.0,28.0,14.0,1,0,,,,,,,,,,,,,,
Kheda,Gujarat,High,48.18,2.845630539,2.857113599,0.01148306,26.0,399.0,15.346153846153847,122.0,1572.0,60.46153846153846,288.0,41.0,0.0,18906.0,25.0,14.0,8.0,1,0,,,,,,,,,,,,,,
Kheri,Uttar Pradesh,Very High,62.99,6.940149845,7.086100462,0.145950617,58.0,921.0,15.879310344827585,365.0,5423.0,93.5,1313.0,26.0,0.0,9980.0,51.0,32.0,19.0,1,0,,,,,,,,,,,,,,
Khordha,Odisha,High,49.45,2.152536584,3.367308168,1.214771584,29.0,723.0,24.93103448275862,365.0,1982.0,68.34482758620689,1025.0,0.0,0.0,56198.0,26.0,9.0,9.0,1,0,,,,,,,,,,,,,,
Khowai,Tripura,Moderate,34.81,0.889218209,0.889218209,0.0,20.0,88.0,4.4,21.0,83.0,4.15,34.0,10.0,0.0,0.0,16.0,14.0,4.0,1,0,,,,,,,,,,,,,,
Khunti,Jharkhand,Moderate,21.73,0.735774946,0.760830841,0.025055895,5.0,12.0,2.4,4.0,25.0,5.0,15.0,7.0,0.0,5.0,5.0,5.0,3.0,1,0,,,,,,,,,,,,,,
Kinnaur,Himachal Pradesh,High,46.36,0.539592883,0.710681995,0.171089112,59.0,306.0,5.186440677966102,99.0,935.0,15.847457627118644,151.0,104.0,0.0,18064.0,55.0,47.0,12.0,1,0,,,,,,,,,,,,,,
Kiphire,Nagaland,Moderate,20.99,1.066560501,1.066560501,0.0,2.0,38.0,19.0,31.0,13.0,6.5,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Kishanganj,Bihar,Very High,65.48,9.14902795,9.339752372,0.190724422,44.0,987.0,22.431818181818183,365.0,4856.0,110.36363636363636,1025.0,0.0,0.0,755.0,40.0,19.0,12.0,1,0,,,,,,,,,,,,,,
Kishtwar,Jammu and Kashmir,High,39.34,0.281956344,0.405119324,0.12316298,24.0,117.0,4.875,22.0,917.0,38.208333333333336,350.0,54.0,19.0,11185.0,16.0,9.0,11.0,1,0,,,,,,,,,,,,,,
Kodagu,Karnataka,High,47.17,0.6410376,0.795547476,0.154509876,61.0,393.0,6.442622950819672,31.0,841.0,13.78688524590164,198.0,110.0,53.0,12611.0,49.0,54.0,31.0,1,0,,,,,,,,,,,,,,
Kodarma,Unknown,Low,0.0,0.001585894,0.4952359,0.493650006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Kohima,Nagaland,Moderate,26.82,0.321623488,0.321623488,0.0,10.0,56.0,5.6,31.0,14.0,1.4,12.0,0.0,0.0,0.0,7.0,8.0,4.0,1,0,,,,,,,,,,,,,,
Kokrajhar,Assam,High,55.14,2.517160431,2.564133007,0.046972576,74.0,968.0,13.08108108108108,93.0,2096.0,28.324324324324323,268.0,49.0,1.0,9729033.0,62.0,36.0,47.0,1,0,,,,,,,,,,,,,,
Kolar,Karnataka,High,41.35,0.151892948,0.261632224,0.109739276,28.0,226.0,8.071428571428571,31.0,819.0,29.25,198.0,115.0,0.0,12247.0,23.0,22.0,7.0,1,0,,,,,,,,,,,,,,
